key_date,day,month,year,key_season
736,2014-10-26,2014-10,2014,3
737,2014-10-31,2014-10,2014,3
738,2014-11-01,2014-11,2014,3
739,2014-11-02,2014-11,2014,3
740,2014-11-03,2014-11,2014,3
741,2014-11-07,2014-11,2014,3
742,2014-11-08,2014-11,2014,3
743,2014-11-09,2014-11,2014,3
744,2014-11-21,2014-11,2014,3
745,2014-11-22,2014-11,2014,3
746,2014-11-24,2014-11,2014,3
747,2014-11-28,2014-11,2014,3
748,2014-11-29,2014-11,2014,3
749,2014-11-30,2014-11,2014,3
750,2014-12-01,2014-12,2014,3
751,2014-12-06,2014-12,2014,3
752,2014-12-07,2014-12,2014,3
753,2014-12-08,2014-12,2014,3
754,2014-12-12,2014-12,2014,3
755,2014-12-13,2014-12,2014,3
756,2014-12-14,2014-12,2014,3
757,2014-12-15,2014-12,2014,3
758,2014-12-19,2014-12,2014,3
759,2014-12-20,2014-12,2014,3
760,2014-12-21,2014-12,2014,3
761,2015-02-04,2015-02,2015,3
762,2015-01-03,2015-01,2015,3
763,2015-01-04,2015-01,2015,3
764,2015-01-05,2015-01,2015,3
765,2015-01-09,2015-01,2015,3
766,2015-01-10,2015-01,2015,3
767,2015-01-11,2015-01,2015,3
768,2015-01-12,2015-01,2015,3
769,2015-01-16,2015-01,2015,3
770,2015-01-17,2015-01,2015,3
771,2015-01-18,2015-01,2015,3
772,2015-01-26,2015-01,2015,3
773,2015-01-30,2015-01,2015,3
774,2015-01-31,2015-01,2015,3
775,2015-02-01,2015-02,2015,3
776,2015-02-02,2015-02,2015,3
777,2015-02-06,2015-02,2015,3
778,2015-02-07,2015-02,2015,3
779,2015-02-08,2015-02,2015,3
780,2015-02-09,2015-02,2015,3
781,2015-02-13,2015-02,2015,3
782,2015-02-14,2015-02,2015,3
783,2015-02-15,2015-02,2015,3
784,2015-02-16,2015-02,2015,3
785,2015-02-20,2015-02,2015,3
786,2015-02-21,2015-02,2015,3
787,2015-02-22,2015-02,2015,3
788,2015-02-23,2015-02,2015,3
789,2015-02-27,2015-02,2015,3
790,2015-02-28,2015-02,2015,3
791,2015-03-01,2015-03,2015,3
792,2015-03-02,2015-03,2015,3
793,2015-03-06,2015-03,2015,3
794,2015-03-07,2015-03,2015,3
795,2015-03-08,2015-03,2015,3
796,2015-03-09,2015-03,2015,3
797,2015-03-13,2015-03,2015,3
798,2015-03-14,2015-03,2015,3
799,2015-03-15,2015-03,2015,3
800,2015-03-16,2015-03,2015,3
801,2015-03-20,2015-03,2015,3
802,2015-03-21,2015-03,2015,3
803,2015-03-22,2015-03,2015,3
804,2015-04-03,2015-04,2015,3
805,2015-04-04,2015-04,2015,3
806,2015-04-05,2015-04,2015,3
807,2015-04-06,2015-04,2015,3
808,2015-04-07,2015-04,2015,3
809,2015-04-08,2015-04,2015,3
810,2015-04-09,2015-04,2015,3
811,2015-04-11,2015-04,2015,3
812,2015-04-12,2015-04,2015,3
813,2015-04-13,2015-04,2015,3
814,2015-04-17,2015-04,2015,3
815,2015-04-18,2015-04,2015,3
816,2015-04-19,2015-04,2015,3
817,2015-04-20,2015-04,2015,3
818,2015-04-24,2015-04,2015,3
819,2015-04-25,2015-04,2015,3
820,2015-04-26,2015-04,2015,3
821,2015-04-27,2015-04,2015,3
822,2015-04-28,2015-04,2015,3
823,2015-04-29,2015-04,2015,3
824,2015-04-30,2015-04,2015,3
825,2015-05-01,2015-05,2015,3
826,2015-05-02,2015-05,2015,3
827,2015-05-03,2015-05,2015,3
828,2015-05-04,2015-05,2015,3
829,2015-05-08,2015-05,2015,3
830,2015-05-09,2015-05,2015,3
831,2015-05-10,2015-05,2015,3
832,2015-05-11,2015-05,2015,3
833,2015-05-17,2015-05,2015,3
834,2015-05-23,2015-05,2015,3
835,2014-08-16,2014-08,2014,3
836,2014-08-17,2014-08,2014,3
837,2014-08-18,2014-08,2014,3
838,2014-09-29,2014-09,2014,3
839,2014-08-09,2014-08,2014,3
840,2014-10-27,2014-10,2014,3
841,2014-12-02,2014-12,2014,3
842,2014-12-22,2014-12,2014,3
843,2014-12-26,2014-12,2014,3
844,2014-12-28,2014-12,2014,3
845,2014-12-29,2014-12,2014,3
846,2015-01-01,2015-01,2015,3
847,2015-01-19,2015-01,2015,3
848,2015-02-10,2015-02,2015,3
849,2015-02-11,2015-02,2015,3
850,2015-03-03,2015-03,2015,3
851,2015-03-04,2015-03,2015,3
852,2015-05-20,2015-05,2015,3
853,2015-05-16,2015-05,2015,3
854,2015-05-18,2015-05,2015,3
855,2015-05-24,2015-05,2015,3
856,2014-08-22,2014-08,2014,3
857,2014-12-05,2014-12,2014,3
858,2014-12-16,2014-12,2014,3
859,2014-12-17,2014-12,2014,3
860,2015-02-03,2015-02,2015,3
861,2015-04-10,2015-04,2015,3
862,2014-08-08,2014-08,2014,3
863,2015-01-07,2015-01,2015,3
864,2014-12-04,2014-12,2014,3
865,2015-01-23,2015-01,2015,3
866,2015-04-15,2015-04,2015,3
867,2015-10-31,2015-10,2015,6
868,2014-10-28,2014-10,2014,3
869,2014-10-29,2014-10,2014,3
870,2014-10-30,2014-10,2014,3
871,2014-12-18,2014-12,2014,3
872,2015-01-06,2015-01,2015,3
873,2015-10-30,2015-10,2015,6
874,2015-02-24,2015-02,2015,3
875,2015-05-06,2015-05,2015,3
876,2015-05-25,2015-05,2015,3
877,2015-05-30,2015-05,2015,3
878,2015-05-31,2015-05,2015,3
879,2015-08-21,2015-08,2015,6
880,2015-08-22,2015-08,2015,6
881,2015-08-23,2015-08,2015,6
882,2015-08-24,2015-08,2015,6
883,2015-08-28,2015-08,2015,6
884,2015-08-29,2015-08,2015,6
885,2015-08-30,2015-08,2015,6
886,2015-09-11,2015-09,2015,6
887,2015-09-12,2015-09,2015,6
888,2015-09-13,2015-09,2015,6
889,2015-09-14,2015-09,2015,6
890,2015-09-18,2015-09,2015,6
891,2015-09-19,2015-09,2015,6
892,2015-09-20,2015-09,2015,6
893,2015-09-22,2015-09,2015,6
894,2015-09-23,2015-09,2015,6
895,2015-09-24,2015-09,2015,6
896,2015-09-25,2015-09,2015,6
897,2015-09-26,2015-09,2015,6
898,2015-09-27,2015-09,2015,6
899,2015-10-02,2015-10,2015,6
900,2015-10-03,2015-10,2015,6
901,2015-10-04,2015-10,2015,6
902,2015-10-17,2015-10,2015,6
903,2015-10-18,2015-10,2015,6
904,2015-10-19,2015-10,2015,6
905,2015-10-23,2015-10,2015,6
906,2015-10-24,2015-10,2015,6
907,2015-10-25,2015-10,2015,6
908,2015-10-26,2015-10,2015,6
909,2015-11-01,2015-11,2015,6
910,2015-11-06,2015-11,2015,6
911,2015-11-07,2015-11,2015,6
912,2015-11-08,2015-11,2015,6
913,2015-11-21,2015-11,2015,6
914,2015-11-22,2015-11,2015,6
915,2015-11-23,2015-11,2015,6
916,2015-11-27,2015-11,2015,6
917,2015-11-28,2015-11,2015,6
918,2015-11-29,2015-11,2015,6
919,2015-12-05,2015-12,2015,6
920,2015-12-06,2015-12,2015,6
921,2015-12-07,2015-12,2015,6
922,2015-12-11,2015-12,2015,6
923,2015-12-12,2015-12,2015,6
924,2015-12-13,2015-12,2015,6
925,2015-12-19,2015-12,2015,6
926,2015-12-20,2015-12,2015,6
927,2015-12-30,2015-12,2015,6
928,2015-12-31,2015-12,2015,6
929,2016-01-02,2016-01,2016,6
930,2016-01-03,2016-01,2016,6
931,2016-01-04,2016-01,2016,6
932,2016-01-09,2016-01,2016,6
933,2016-01-10,2016-01,2016,6
934,2016-01-16,2016-01,2016,6
935,2016-01-17,2016-01,2016,6
936,2016-01-18,2016-01,2016,6
937,2016-01-22,2016-01,2016,6
938,2016-01-23,2016-01,2016,6
939,2016-01-24,2016-01,2016,6
940,2016-01-25,2016-01,2016,6
941,2016-01-30,2016-01,2016,6
942,2016-01-31,2016-01,2016,6
943,2016-02-01,2016-02,2016,6
944,2016-02-05,2016-02,2016,6
945,2016-02-06,2016-02,2016,6
946,2016-02-07,2016-02,2016,6
947,2016-02-08,2016-02,2016,6
948,2016-02-12,2016-02,2016,6
949,2016-02-13,2016-02,2016,6
950,2016-02-14,2016-02,2016,6
951,2016-02-19,2016-02,2016,6
952,2016-02-20,2016-02,2016,6
953,2016-02-21,2016-02,2016,6
954,2016-02-26,2016-02,2016,6
955,2016-02-27,2016-02,2016,6
956,2016-02-28,2016-02,2016,6
957,2016-03-01,2016-03,2016,6
958,2016-03-02,2016-03,2016,6
959,2016-03-03,2016-03,2016,6
960,2016-03-05,2016-03,2016,6
961,2016-03-06,2016-03,2016,6
962,2016-03-07,2016-03,2016,6
963,2016-03-11,2016-03,2016,6
964,2016-03-12,2016-03,2016,6
965,2016-03-13,2016-03,2016,6
966,2016-03-14,2016-03,2016,6
967,2016-03-18,2016-03,2016,6
968,2016-03-19,2016-03,2016,6
969,2016-03-20,2016-03,2016,6
970,2016-04-01,2016-04,2016,6
971,2016-04-02,2016-04,2016,6
972,2016-04-03,2016-04,2016,6
973,2016-04-04,2016-04,2016,6
974,2016-04-08,2016-04,2016,6
975,2016-04-09,2016-04,2016,6
976,2016-04-10,2016-04,2016,6
977,2016-04-11,2016-04,2016,6
978,2016-04-15,2016-04,2016,6
979,2016-04-16,2016-04,2016,6
980,2016-04-17,2016-04,2016,6
981,2016-04-19,2016-04,2016,6
982,2016-04-20,2016-04,2016,6
983,2016-04-21,2016-04,2016,6
984,2016-04-22,2016-04,2016,6
985,2016-04-23,2016-04,2016,6
986,2016-04-24,2016-04,2016,6
987,2016-04-25,2016-04,2016,6
988,2016-04-29,2016-04,2016,6
989,2016-04-30,2016-04,2016,6
990,2016-05-01,2016-05,2016,6
991,2016-05-02,2016-05,2016,6
992,2016-05-08,2016-05,2016,6
993,2016-05-13,2016-05,2016,6
994,2016-05-14,2016-05,2016,6
995,2016-05-15,2016-05,2016,6
996,2015-08-08,2015-08,2015,6
997,2015-08-09,2015-08,2015,6
998,2015-08-10,2015-08,2015,6
999,2015-08-14,2015-08,2015,6
1000,2015-08-15,2015-08,2015,6
1001,2015-08-16,2015-08,2015,6
1002,2015-08-17,2015-08,2015,6
1003,2015-09-28,2015-09,2015,6
1004,2015-11-02,2015-11,2015,6
1005,2015-12-14,2015-12,2015,6
1006,2015-12-21,2015-12,2015,6
1007,2015-12-26,2015-12,2015,6
1008,2015-12-28,2015-12,2015,6
1009,2015-12-29,2015-12,2015,6
1010,2016-01-12,2016-01,2016,6
1011,2016-01-13,2016-01,2016,6
1012,2016-02-02,2016-02,2016,6
1013,2016-02-03,2016-02,2016,6
1014,2016-04-18,2016-04,2016,6
1015,2016-05-11,2016-05,2016,6
1016,2016-05-07,2016-05,2016,6
1017,2015-10-16,2015-10,2015,6
1018,2015-11-20,2015-11,2015,6
1019,2015-12-04,2015-12,2015,6
1020,2015-12-18,2015-12,2015,6
1021,2016-01-29,2016-01,2016,6
1022,2015-08-07,2015-08,2015,6
1023,2015-09-29,2015-09,2015,6
1024,2015-11-04,2015-11,2015,6
1025,2015-12-01,2015-12,2015,6
1026,2015-12-02,2015-12,2015,6
1027,2015-12-03,2015-12,2015,6
1028,2016-01-08,2016-01,2016,6
1029,2016-01-15,2016-01,2016,6
1030,2016-02-04,2016-02,2016,6
1031,2016-03-04,2016-03,2016,6
1032,2016-04-27,2016-04,2016,6
1033,2015-10-27,2015-10,2015,6
1034,2015-10-28,2015-10,2015,6
1035,2015-10-29,2015-10,2015,6
1036,2015-11-30,2015-11,2015,6
1037,2016-01-05,2016-01,2016,6
1038,2016-01-06,2016-01,2016,6
1039,2016-02-11,2016-02,2016,6
1040,2016-02-22,2016-02,2016,6
1041,2016-02-29,2016-02,2016,6
1042,2016-08-19,2016-08,2016,7
1043,2016-08-20,2016-08,2016,7
1044,2016-08-21,2016-08,2016,7
1045,2016-08-22,2016-08,2016,7
1046,2016-08-26,2016-08,2016,7
1047,2016-08-27,2016-08,2016,7
1048,2016-08-28,2016-08,2016,7
1049,2016-09-09,2016-09,2016,7
1050,2016-09-10,2016-09,2016,7
1051,2016-09-11,2016-09,2016,7
1052,2016-09-16,2016-09,2016,7
1053,2016-09-17,2016-09,2016,7
1054,2016-09-18,2016-09,2016,7
1055,2016-09-19,2016-09,2016,7
1056,2016-09-20,2016-09,2016,7
1057,2016-09-21,2016-09,2016,7
1058,2016-09-22,2016-09,2016,7
1059,2016-09-23,2016-09,2016,7
1060,2016-09-24,2016-09,2016,7
1061,2016-09-25,2016-09,2016,7
1062,2016-09-26,2016-09,2016,7
1063,2016-09-30,2016-09,2016,7
1064,2016-10-01,2016-10,2016,7
1065,2016-10-02,2016-10,2016,7
1066,2016-10-14,2016-10,2016,7
1067,2016-10-15,2016-10,2016,7
1068,2016-10-16,2016-10,2016,7
1069,2016-10-17,2016-10,2016,7
1070,2016-10-21,2016-10,2016,7
1071,2016-10-22,2016-10,2016,7
1072,2016-10-23,2016-10,2016,7
1073,2016-10-28,2016-10,2016,7
1074,2016-10-29,2016-10,2016,7
1075,2016-10-30,2016-10,2016,7
1076,2016-10-31,2016-10,2016,7
1077,2016-11-04,2016-11,2016,7
1078,2016-11-05,2016-11,2016,7
1079,2016-11-06,2016-11,2016,7
1080,2016-11-18,2016-11,2016,7
1081,2016-11-19,2016-11,2016,7
1082,2016-11-20,2016-11,2016,7
1083,2016-11-21,2016-11,2016,7
1084,2016-11-25,2016-11,2016,7
1085,2016-11-26,2016-11,2016,7
1086,2016-11-27,2016-11,2016,7
1087,2016-11-28,2016-11,2016,7
1088,2016-12-03,2016-12,2016,7
1089,2016-12-04,2016-12,2016,7
1090,2016-12-05,2016-12,2016,7
1091,2016-12-09,2016-12,2016,7
1092,2016-12-10,2016-12,2016,7
1093,2016-12-11,2016-12,2016,7
1094,2016-12-12,2016-12,2016,7
1095,2016-12-16,2016-12,2016,7
1096,2016-12-17,2016-12,2016,7
1097,2016-12-18,2016-12,2016,7
1098,2016-12-19,2016-12,2016,7
1099,2017-02-22,2017-02,2017,7
1100,2017-01-06,2017-01,2017,7
1101,2017-01-07,2017-01,2017,7
1102,2017-01-08,2017-01,2017,7
1103,2017-01-09,2017-01,2017,7
1104,2017-01-14,2017-01,2017,7
1105,2017-01-15,2017-01,2017,7
1106,2017-01-16,2017-01,2017,7
1107,2017-01-20,2017-01,2017,7
1108,2017-01-21,2017-01,2017,7
1109,2017-01-22,2017-01,2017,7
1110,2017-01-27,2017-01,2017,7
1111,2017-01-28,2017-01,2017,7
1112,2017-01-29,2017-01,2017,7
1113,2017-01-30,2017-01,2017,7
1114,2017-02-04,2017-02,2017,7
1115,2017-02-05,2017-02,2017,7
1116,2017-02-06,2017-02,2017,7
1117,2017-03-08,2017-03,2017,7
1118,2017-02-10,2017-02,2017,7
1119,2017-02-11,2017-02,2017,7
1120,2017-02-12,2017-02,2017,7
1121,2017-02-13,2017-02,2017,7
1122,2017-02-17,2017-02,2017,7
1123,2017-02-18,2017-02,2017,7
1124,2017-02-19,2017-02,2017,7
1125,2017-02-24,2017-02,2017,7
1126,2017-02-25,2017-02,2017,7
1127,2017-02-26,2017-02,2017,7
1128,2017-02-28,2017-02,2017,7
1129,2017-03-01,2017-03,2017,7
1130,2017-03-02,2017-03,2017,7
1131,2017-03-03,2017-03,2017,7
1132,2017-03-04,2017-03,2017,7
1133,2017-03-05,2017-03,2017,7
1134,2017-03-06,2017-03,2017,7
1135,2017-03-10,2017-03,2017,7
1136,2017-03-11,2017-03,2017,7
1137,2017-03-12,2017-03,2017,7
1138,2017-03-13,2017-03,2017,7
1139,2017-03-17,2017-03,2017,7
1140,2017-03-18,2017-03,2017,7
1141,2017-03-19,2017-03,2017,7
1142,2017-03-31,2017-03,2017,7
1143,2017-04-01,2017-04,2017,7
1144,2017-04-02,2017-04,2017,7
1145,2017-04-04,2017-04,2017,7
1146,2017-04-05,2017-04,2017,7
1147,2017-04-07,2017-04,2017,7
1148,2017-04-08,2017-04,2017,7
1149,2017-04-09,2017-04,2017,7
1150,2017-04-10,2017-04,2017,7
1151,2017-04-14,2017-04,2017,7
1152,2017-04-15,2017-04,2017,7
1153,2017-04-16,2017-04,2017,7
1154,2017-04-17,2017-04,2017,7
1155,2017-04-21,2017-04,2017,7
1156,2017-04-22,2017-04,2017,7
1157,2017-04-23,2017-04,2017,7
1158,2017-04-24,2017-04,2017,7
1159,2017-04-25,2017-04,2017,7
1160,2017-04-26,2017-04,2017,7
1161,2017-04-27,2017-04,2017,7
1162,2017-04-28,2017-04,2017,7
1163,2017-04-29,2017-04,2017,7
1164,2017-04-30,2017-04,2017,7
1165,2017-05-01,2017-05,2017,7
1166,2017-05-05,2017-05,2017,7
1167,2017-05-06,2017-05,2017,7
1168,2017-05-21,2017-05,2017,7
1169,2017-05-07,2017-05,2017,7
1170,2017-05-08,2017-05,2017,7
1171,2017-05-13,2017-05,2017,7
1172,2017-05-14,2017-05,2017,7
1173,2017-05-19,2017-05,2017,7
1174,2017-05-20,2017-05,2017,7
1175,2016-08-13,2016-08,2016,7
1176,2016-08-14,2016-08,2016,7
1177,2016-08-15,2016-08,2016,7
1178,2016-09-12,2016-09,2016,7
1179,2016-12-13,2016-12,2016,7
1180,2016-12-14,2016-12,2016,7
1181,2016-12-26,2016-12,2016,7
1182,2016-12-27,2016-12,2016,7
1183,2016-12-28,2016-12,2016,7
1184,2016-12-30,2016-12,2016,7
1185,2016-12-31,2016-12,2016,7
1186,2017-01-01,2017-01,2017,7
1187,2017-01-02,2017-01,2017,7
1188,2017-01-31,2017-01,2017,7
1189,2017-01-03,2017-01,2017,7
1190,2017-01-04,2017-01,2017,7
1191,2017-02-01,2017-02,2017,7
1192,2017-02-27,2017-02,2017,7
1193,2017-05-12,2017-05,2017,7
1194,2016-12-02,2016-12,2016,7
1195,2016-12-20,2016-12,2016,7
1196,2016-12-21,2016-12,2016,7
1197,2017-02-03,2017-02,2017,7
1198,2016-08-12,2016-08,2016,7
1199,2016-11-29,2016-11,2016,7
1200,2016-11-30,2016-11,2016,7
1201,2017-01-18,2017-01,2017,7
1202,2017-01-13,2017-01,2017,7
1203,2017-02-21,2017-02,2017,7
1204,2017-02-07,2017-02,2017,7
1205,2017-02-08,2017-02,2017,7
1206,2016-10-25,2016-10,2016,7
1207,2016-10-26,2016-10,2016,7
1208,2016-10-27,2016-10,2016,7
1209,2016-12-22,2016-12,2016,7
1210,2017-04-03,2017-04,2017,7
1211,2017-05-22,2017-05,2017,7
1212,2017-05-27,2017-05,2017,7
1213,2017-05-28,2017-05,2017,7
1214,2017-08-18,2017-08,2017,8
1215,2017-08-19,2017-08,2017,8
1216,2017-08-20,2017-08,2017,8
1217,2017-08-21,2017-08,2017,8
1218,2017-08-25,2017-08,2017,8
1219,2017-08-26,2017-08,2017,8
1220,2017-08-27,2017-08,2017,8
1221,2017-09-08,2017-09,2017,8
1222,2017-09-09,2017-09,2017,8
1223,2017-09-10,2017-09,2017,8
1224,2017-09-11,2017-09,2017,8
1225,2017-09-15,2017-09,2017,8
1226,2017-09-16,2017-09,2017,8
1227,2017-12-16,2017-12,2017,8
1228,2017-09-17,2017-09,2017,8
1229,2017-09-18,2017-09,2017,8
1230,2017-09-19,2017-09,2017,8
1231,2017-09-20,2017-09,2017,8
1232,2017-09-21,2017-09,2017,8
1233,2017-09-23,2017-09,2017,8
1234,2017-09-24,2017-09,2017,8
1235,2017-09-25,2017-09,2017,8
1236,2017-09-29,2017-09,2017,8
1237,2017-09-30,2017-09,2017,8
1238,2017-10-01,2017-10,2017,8
1239,2017-10-13,2017-10,2017,8
1240,2017-10-14,2017-10,2017,8
1241,2017-10-15,2017-10,2017,8
1242,2017-10-16,2017-10,2017,8
1243,2017-10-21,2017-10,2017,8
1244,2017-10-22,2017-10,2017,8
1245,2017-10-23,2017-10,2017,8
1246,2017-10-28,2017-10,2017,8
1247,2017-10-29,2017-10,2017,8
1248,2017-10-30,2017-10,2017,8
1249,2017-11-03,2017-11,2017,8
1250,2017-11-04,2017-11,2017,8
1251,2018-02-10,2018-02,2018,8
1252,2017-11-05,2017-11,2017,8
1253,2017-11-17,2017-11,2017,8
1254,2017-11-18,2017-11,2017,8
1255,2017-11-19,2017-11,2017,8
1256,2017-11-20,2017-11,2017,8
1257,2017-11-24,2017-11,2017,8
1258,2017-11-25,2017-11,2017,8
1259,2017-11-26,2017-11,2017,8
1260,2017-11-27,2017-11,2017,8
1261,2017-12-01,2017-12,2017,8
1262,2017-12-02,2017-12,2017,8
1263,2017-12-03,2017-12,2017,8
1264,2017-12-04,2017-12,2017,8
1265,2017-12-08,2017-12,2017,8
1266,2017-12-09,2017-12,2017,8
1267,2017-12-10,2017-12,2017,8
1268,2017-12-11,2017-12,2017,8
1269,2017-12-15,2017-12,2017,8
1270,2017-12-17,2017-12,2017,8
1271,2017-12-18,2017-12,2017,8
1272,2018-02-21,2018-02,2018,8
1273,2017-12-19,2017-12,2017,8
1274,2017-12-20,2017-12,2017,8
1275,2017-12-21,2017-12,2017,8
1276,2017-12-22,2017-12,2017,8
1277,2017-12-23,2017-12,2017,8
1278,2018-01-06,2018-01,2018,8
1279,2018-01-07,2018-01,2018,8
1280,2018-01-08,2018-01,2018,8
1281,2018-01-12,2018-01,2018,8
1282,2018-01-13,2018-01,2018,8
1283,2018-01-14,2018-01,2018,8
1284,2018-01-15,2018-01,2018,8
1285,2018-01-19,2018-01,2018,8
1286,2018-01-20,2018-01,2018,8
1287,2018-01-21,2018-01,2018,8
1288,2018-01-22,2018-01,2018,8
1289,2018-03-10,2018-03,2018,8
1290,2018-01-26,2018-01,2018,8
1291,2018-01-27,2018-01,2018,8
1292,2018-01-28,2018-01,2018,8
1293,2018-01-29,2018-01,2018,8
1294,2018-02-02,2018-02,2018,8
1295,2018-02-03,2018-02,2018,8
1296,2018-02-04,2018-02,2018,8
1297,2018-02-05,2018-02,2018,8
1298,2018-02-09,2018-02,2018,8
1299,2018-02-11,2018-02,2018,8
1300,2018-02-12,2018-02,2018,8
1301,2018-02-16,2018-02,2018,8
1302,2018-02-17,2018-02,2018,8
1303,2018-02-18,2018-02,2018,8
1304,2018-02-19,2018-02,2018,8
1305,2018-02-23,2018-02,2018,8
1306,2018-02-24,2018-02,2018,8
1307,2018-02-25,2018-02,2018,8
1308,2018-02-26,2018-02,2018,8
1309,2018-02-27,2018-02,2018,8
1310,2018-02-28,2018-02,2018,8
1311,2018-03-01,2018-03,2018,8
1312,2018-03-03,2018-03,2018,8
1313,2018-03-04,2018-03,2018,8
1314,2018-03-05,2018-03,2018,8
1315,2018-03-09,2018-03,2018,8
1316,2018-03-11,2018-03,2018,8
1317,2018-03-12,2018-03,2018,8
1318,2018-03-16,2018-03,2018,8
1319,2018-03-17,2018-03,2018,8
1320,2018-03-18,2018-03,2018,8
1321,2018-03-31,2018-03,2018,8
1322,2018-04-01,2018-04,2018,8
1323,2018-04-02,2018-04,2018,8
1324,2018-04-06,2018-04,2018,8
1325,2018-04-07,2018-04,2018,8
1326,2018-04-08,2018-04,2018,8
1327,2018-04-09,2018-04,2018,8
1328,2018-04-13,2018-04,2018,8
1329,2018-04-14,2018-04,2018,8
1330,2018-04-15,2018-04,2018,8
1331,2018-04-17,2018-04,2018,8
1332,2018-04-18,2018-04,2018,8
1333,2018-04-19,2018-04,2018,8
1334,2018-04-20,2018-04,2018,8
1335,2018-04-21,2018-04,2018,8
1336,2018-04-22,2018-04,2018,8
1337,2018-04-23,2018-04,2018,8
1338,2018-05-09,2018-05,2018,8
1339,2018-04-27,2018-04,2018,8
1340,2018-04-28,2018-04,2018,8
1341,2018-04-29,2018-04,2018,8
1342,2018-04-30,2018-04,2018,8
1343,2018-05-04,2018-05,2018,8
1344,2018-05-05,2018-05,2018,8
1345,2018-05-06,2018-05,2018,8
1346,2018-05-07,2018-05,2018,8
1347,2018-05-12,2018-05,2018,8
1348,2018-05-13,2018-05,2018,8
1349,2018-05-19,2018-05,2018,8
1350,2018-05-20,2018-05,2018,8
1351,2017-08-11,2017-08,2017,8
1352,2017-08-12,2017-08,2017,8
1353,2017-08-13,2017-08,2017,8
1354,2017-10-20,2017-10,2017,8
1355,2017-11-28,2017-11,2017,8
1356,2017-11-29,2017-11,2017,8
1357,2017-12-12,2017-12,2017,8
1358,2017-12-13,2017-12,2017,8
1359,2017-12-26,2017-12,2017,8
1360,2017-12-27,2017-12,2017,8
1361,2017-12-28,2017-12,2017,8
1362,2017-12-30,2017-12,2017,8
1363,2017-12-31,2017-12,2017,8
1364,2018-01-04,2018-01,2018,8
1365,2018-01-01,2018-01,2018,8
1366,2018-01-02,2018-01,2018,8
1367,2018-01-03,2018-01,2018,8
1368,2018-01-30,2018-01,2018,8
1369,2018-01-31,2018-01,2018,8
1370,2018-05-08,2018-05,2018,8
1371,2018-05-10,2018-05,2018,8
1372,2018-04-16,2018-04,2018,8
1373,2017-09-22,2017-09,2017,8
1374,2017-10-27,2017-10,2017,8
1375,2018-03-02,2018-03,2018,8
1376,2017-08-04,2017-08,2017,8
1377,2017-08-05,2017-08,2017,8
1378,2017-08-06,2017-08,2017,8
1379,2018-01-16,2018-01,2018,8
1380,2018-01-17,2018-01,2018,8
1381,2018-02-20,2018-02,2018,8
1382,2018-03-14,2018-03,2018,8
1383,2018-04-04,2018-04,2018,8
1384,2018-04-25,2018-04,2018,8
1385,2018-05-11,2018-05,2018,8
1386,2018-01-24,2018-01,2018,8
1387,2017-10-24,2017-10,2017,8
1388,2017-10-25,2017-10,2017,8
1389,2017-12-29,2017-12,2017,8
1390,2018-01-05,2018-01,2018,8
1391,2018-04-03,2018-04,2018,8
1392,2018-08-17,2018-08,2018,9
1393,2018-08-18,2018-08,2018,9
1394,2018-08-19,2018-08,2018,9
1395,2018-08-20,2018-08,2018,9
1396,2018-08-24,2018-08,2018,9
1397,2018-08-25,2018-08,2018,9
1398,2018-08-26,2018-08,2018,9
1399,2018-08-27,2018-08,2018,9
1400,2018-08-31,2018-08,2018,9
1401,2018-09-01,2018-09,2018,9
1402,2018-09-02,2018-09,2018,9
1403,2018-10-24,2018-10,2018,9
1404,2018-09-14,2018-09,2018,9
1405,2018-09-15,2018-09,2018,9
1406,2018-09-16,2018-09,2018,9
1407,2018-09-17,2018-09,2018,9
1408,2018-09-21,2018-09,2018,9
1409,2018-09-22,2018-09,2018,9
1410,2018-09-23,2018-09,2018,9
1411,2018-09-25,2018-09,2018,9
1412,2018-09-26,2018-09,2018,9
1413,2018-09-27,2018-09,2018,9
1414,2018-09-28,2018-09,2018,9
1415,2018-09-29,2018-09,2018,9
1416,2018-09-30,2018-09,2018,9
1417,2018-10-01,2018-10,2018,9
1418,2018-10-05,2018-10,2018,9
1419,2018-10-06,2018-10,2018,9
1420,2018-10-07,2018-10,2018,9
1421,2018-10-19,2018-10,2018,9
1422,2018-10-20,2018-10,2018,9
1423,2018-10-21,2018-10,2018,9
1424,2018-10-22,2018-10,2018,9
1425,2018-10-26,2018-10,2018,9
1426,2018-10-27,2018-10,2018,9
1427,2018-10-28,2018-10,2018,9
1428,2018-11-03,2018-11,2018,9
1429,2018-11-04,2018-11,2018,9
1430,2018-11-05,2018-11,2018,9
1431,2018-11-09,2018-11,2018,9
1432,2018-11-10,2018-11,2018,9
1433,2018-11-11,2018-11,2018,9
1434,2018-11-23,2018-11,2018,9
1435,2018-11-24,2018-11,2018,9
1436,2018-11-25,2018-11,2018,9
1437,2018-11-26,2018-11,2018,9
1438,2018-11-30,2018-11,2018,9
1439,2018-12-01,2018-12,2018,9
1440,2018-12-02,2018-12,2018,9
1441,2018-12-03,2018-12,2018,9
1442,2018-12-07,2018-12,2018,9
1443,2018-12-08,2018-12,2018,9
1444,2018-12-09,2018-12,2018,9
1445,2018-12-10,2018-12,2018,9
1446,2018-12-14,2018-12,2018,9
1447,2018-12-15,2018-12,2018,9
